"filename", "language", "TypeScript", "JavaScript", "JSON", "JSON with Comments", "XML", "TypeScript JSX", "YAML", "Ignore", "Markdown", "GraphQL", "comment", "blank", "total"
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/venue/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/securitysettingsscreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 2, 7
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/logincredentialstack/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/logincredentialstack/authenticator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 14, 344
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/logincredentialstack/confirmationcode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 1, 16, 274
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/logincredentialstack/devicemanager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 10, 122
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/logincredentialstack/loginpassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 47, 14, 292
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 1, 2, 83
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/birthday.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 7, 197
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/confirmationcode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 2, 14, 268
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/create.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 7, 107
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/email.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 1, 9, 267
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/getstarted.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 2, 6, 85
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/name.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 10, 230
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/password.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 11, 229
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/phone.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 292, 0, 0, 0, 0, 1, 14, 307
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/photo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 1, 20, 349
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/personalcredentialstack/username.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 12, 241
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(credential)/venuecredentialstack/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 1, 2, 82
